Sentence,Hyperbole,Metaphor
"Oil shares , higher at the end of the morning session on a flurry of merger rumors , gave back most of their gains in the afternoon , while financials such as brokers fell , dragging down the Nikkei index",0,1
But the euphoria is evaporating as reality sinks in,0,1
But the euphoria soon evaporated,0,1
Yet they 're pouring money into an investment that acts like a mutual fund and trades like a stock,0,1
"`` If Roger had purposely set out to destroy all morale in what was once the most confident and secure company going , he could n't have done a better job , '' Mr. Lee quotes an unnamed GM executive",0,1
"As one breasts the current of this sometimes creamy , sometimes awkward self - regarding style - LRB - it 's obviously catching - RRB - , one inevitably thinks of death by drowning",0,1
But Philips said it would step up efforts to restructure its medical division so that it could be competitive on its own,0,1
Questions of perjury typically are examined in the later stages of complex white - collar crime investigations,0,1
"The box also kicks in when a TV program is taped , identifying the station that is being watched at what time",0,1
"Then , after 3 1 2 innings , it rained , with the Cubs ahead , 3 - 1",0,1
He once put so many lights on one of his subjects - - a plastic shutter on a consumer camera being developed by Polaroid Corp . - - that the shutter melted when he stepped away for a minute,0,1
"When eaten , the worms release bacteria that kill the insects",0,1
The two firms retained management consultant Bradford Hildebrandt to analyze the compatibility of the firms and smooth the transition,0,1
"M. Ali Issari , a retired university professor , parked his car in front of a new - home sales office near Los Angeles one recent Saturday and stuck this sign behind the windshield: `` The line for purchasing Deeridge homes starts from here .",0,1
At Bobby 's house she is forthright in saying she wants to sleep with him ; why is she then accused of being devious ?/.,0,1
Schieffelin has been pouring free Dom Ruinart champagne at art events,0,1
"More than one - third of smokers said they never ate breakfast , compared with 18 % of those who had never smoked",0,1
"People close to Black & Decker , which had raised its bid two weeks ago from its initial $ 56 - a - share offer , said the company will probably stick to its latest offer",0,1
"Then , the children ate .",0,1
"But while Lucky and Campeau have n't struck a deal for Ralph 's , Wall Street investment bankers say Macy may have: The New York retailer is said to have pre - sold Ralph 's to an unidentified leveraged buyout concern for more than $ 1 billion",0,1
"The more today 's candidates compare themselves to the little gamecock who scattered S.O.B.s like shrapnel and threatened to kick a journalist in his most tender parts , the more controlled most of them have become",0,1
"Even now , the cash flows of Federated , owned by Robert Campeau , provide relatively thin coverage of debt charges , says one analyst",0,1
"`` Of course , the bondholders will have to ask: Is dissolving the company better than reorganization ?",0,1
"Retailers , meanwhile , are trying out a number of ways to target these shoppers",0,1
But the spice maker concedes it has stumbled along the way,0,1
"Ever since President Reagan in February 1986 called for U.S. development of an `` Orient Express , '' a futuristic aircraft that would fly from New York to Tokyo in two hours , MITI 's aerospace mavens have been itching to get Japan into the action",0,1
"Mr. Reagan , in his first term , tried to kill the agency",0,1
"After his third cup of tea , Abideen reluctantly rises to go , readjusting his veil before stepping from the hut",0,1
Boeing 's first 737 - 500 is expected to roll out next May,0,1
"`` Locals absorbed a lot of losses , '' said Mr. Sandor of Drexel",0,1
General Foods has several trademark products that are stuck in relatively slow growth,0,1
The airline simply fixed the problem by moving the flight to another departure gate,0,1
"With their boss routinely delving into the nuts and bolts of prospective projects - LRB - he likes to `` kick the tires , '' says a colleague - RRB - , Mr. Schwartz 's team of 20 people spends roughly two - thirds of their time analyzing alternative proposals",0,1
"In ground tests , parts keep fracturing and flying apart",0,1
"Re your page - one story `` To Mark Year 2000 , Some Events Will Be Out of This World , '' June 27: I 'd hate to pour water on anybody 's millennial observance , but 2000 is the last year of the 20th century",0,1
"Then two industry trade groups sued the state , attacking the lemon law 's constitutionality",0,1
"Olivetti , the Italian electronics concern , stepped in and rescued the company by acquiring 79 % of the stock",0,1
"I have authored a bill to implement community - based gang violence intervention programs that would target elementary and junior high schools most affected by gang violence , providing job training , family and individual counseling and other techniques to limit the appeal of gangs and to teach vulnerable youngsters not to need to depend on drugs or gangs",0,1
"`` He was confident , telling us that he would sleep better knowing that the opposition was in Congress instead of on the streets , '' recounts a leading industrialist who met with Mr. Salinas",0,1
NASA partisans blame the administration for allowing the civilian space agency to drift and deteriorate through the 1980s while pouring vast sums into the Pentagon,0,1
"A JETLINER CRASHED at Dallas - Fort Worth Airport , killing 13 people",0,1
"Hospitals with empty beds - - something like a third of all beds are unoccupied - - are doing the same thing , opening eating centers , sleeping centers , burping centers - - all to generate more revenue to justify their existence",0,1
